OFFICIAL


Date
12/09/2021 10:47:36

Vacancy title,Vacancy reference number,Submission number,Date submitted,SLA deadline,Review started,Review completed,Time taken to review,SLA exceeded by (hours),Outcome,Number of issues reported,Reviewed by,Vacancy submitted by,Employer,Display name,Training provider,Vacancy postcode,Standard / Framework
TKqUOFfFqX_03Sep2021_12070138812 apprenticeship,1000030079,1,09/03/2021 12:09:10,09/06/2021 12:09:10,09/03/2021 12:09:29,09/03/2021 12:09:30,0:00:01,,Referred,0,Dastest2@test.com,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
TKqUOFfFqX_03Sep2021_12070138812 apprenticeship,1000030079,2,09/03/2021 12:09:46,09/06/2021 12:09:42,,,,141.63,,0,,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
IptBemiEwC_03Sep2021_13424141511 apprenticeship,1000030081,1,09/03/2021 12:45:51,09/06/2021 12:45:51,09/03/2021 12:51:33,09/03/2021 12:51:34,0:00:01,,Referred,0,Dastest2@test.com,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,2 Software developer
IptBemiEwC_03Sep2021_13424141511 apprenticeship,1000030081,2,09/03/2021 12:51:49,09/06/2021 12:51:46,,,,140.93,,0,,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,2 Software developer
BSWAhIPTXP_03Sep2021_13553850056 apprenticeship,1000030082,1,09/03/2021 12:58:00,09/06/2021 12:57:59,09/03/2021 12:58:28,09/03/2021 12:58:29,0:00:01,,Referred,0,Dastest2@test.com,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
BSWAhIPTXP_03Sep2021_13553850056 apprenticeship,1000030082,2,09/03/2021 12:58:46,09/06/2021 12:58:42,,,,140.81,,0,,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
jDJobqzqyk_03Sep2021_14341155252 apprenticeship,1000030083,1,09/03/2021 13:37:40,09/06/2021 13:37:39,09/03/2021 13:38:09,09/03/2021 13:38:11,0:00:01,,Referred,0,Dastest2@test.com,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
jDJobqzqyk_03Sep2021_14341155252 apprenticeship,1000030083,2,09/03/2021 13:38:28,09/06/2021 13:38:26,,,,140.15,,0,,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
tXeKbUiUJv_03Sep2021_15081621647 apprenticeship,1000030084,1,09/03/2021 14:10:46,09/06/2021 14:10:46,09/03/2021 14:12:25,09/03/2021 14:12:26,0:00:01,,Referred,0,Dastest2@test.com,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
tXeKbUiUJv_03Sep2021_15081621647 apprenticeship,1000030084,2,09/03/2021 14:12:45,09/06/2021 14:12:38,,,,139.58,,0,,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
Clone bcSQ_03Sep2021_14354335492 apprenticeship,1000030086,1,09/03/2021 14:37:25,09/06/2021 14:37:21,09/03/2021 14:37:39,09/03/2021 14:37:43,0:00:03,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,eKIUoNpRDF_EmployerDescription,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
QXPNEkglnI_03Sep2021_14354455234 apprenticeship,1000030088,1,09/03/2021 14:39:13,09/06/2021 14:39:11,09/03/2021 14:39:49,09/03/2021 14:39:53,0:00:04,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ofJiCDxpcR_EmployerName,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
AjiLLFyCJx_03Sep2021_14354300976 apprenticeship,1000030087,1,09/03/2021 14:39:32,09/06/2021 14:39:31,09/03/2021 14:40:12,09/03/2021 14:40:15,0:00:03,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,iEkHFeMHvE_EmployerDescription,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
QcBrhOVxWx_03Sep2021_14354288139 apprenticeship,1000030089,1,09/03/2021 14:39:38,09/06/2021 14:39:38,09/03/2021 14:40:22,09/03/2021 14:40:24,0:00:02,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,AB10 1YP,274 Abattoir worker
RaJBMJITuL_03Sep2021_14354304967 apprenticeship,1000030090,1,09/03/2021 14:39:43,09/06/2021 14:39:42,09/03/2021 14:40:27,09/03/2021 14:40:30,0:00:02,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,rOqfMVbiTR_EmployerDescription,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
Clone xyxN_03Sep2021_14393909331 apprenticeship,1000030091,1,09/03/2021 14:40:54,09/06/2021 14:40:51,09/03/2021 14:41:13,09/03/2021 14:41:16,0:00:02,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,JZSwtQrRgN_EmployerName,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
Clone mLNA_03Sep2021_14405553208 apprenticeship,1000030092,1,09/03/2021 14:42:12,09/06/2021 14:42:11,09/03/2021 14:42:30,09/03/2021 14:42:32,0:00:02,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,eKIUoNpRDF_EmployerDescription,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
Clone VCmm_03Sep2021_14404981937 apprenticeship,1000030093,1,09/03/2021 14:42:20,09/06/2021 14:42:17,09/03/2021 14:42:35,09/03/2021 14:42:38,0:00:02,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ofJiCDxpcR_EmployerName,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
laMuOQTeEa_03Sep2021_14424863465 apprenticeship,1000030095,1,09/03/2021 14:47:07,09/06/2021 14:47:05,,,,139.01,,0,,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
evXnSnMmEn_03Sep2021_14433592310 apprenticeship,1000030097,1,09/03/2021 14:47:24,09/06/2021 14:47:23,09/03/2021 14:47:56,09/03/2021 14:48:01,0:00:04,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
UBAGNVNrxU_03Sep2021_14434595375 apprenticeship,1000030098,1,09/03/2021 14:47:48,09/06/2021 14:47:43,09/03/2021 14:48:28,09/03/2021 14:48:32,0:00:04,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,EtmCOlekCB_EmployerName,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
nCoPxYXCUa_03Sep2021_14472059112 apprenticeship,1000030100,1,09/03/2021 14:52:54,09/06/2021 14:52:53,09/03/2021 14:53:12,09/03/2021 14:53:15,0:00:02,,Approved,0,Dastest2@test.com,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
NuMLlDRFIe_03Sep2021_14501792339 apprenticeship,1000030102,1,09/03/2021 14:53:37,09/06/2021 14:53:36,,,,138.90,,0,,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
FToAJRmSam_03Sep2021_14501822652 apprenticeship,1000030101,1,09/03/2021 14:53:38,09/06/2021 14:53:37,09/03/2021 14:54:16,09/03/2021 14:54:18,0:00:01,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
RVexALtHba_03Sep2021_14505135045 apprenticeship,1000030103,1,09/03/2021 14:53:54,09/06/2021 14:53:54,,,,138.89,,0,,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
FraJQXdZqD_03Sep2021_14545500740 apprenticeship,1000030106,1,09/03/2021 14:58:42,09/06/2021 14:58:42,09/03/2021 14:58:59,09/03/2021 14:59:02,0:00:02,,Referred,0,Dastest2@test.com,Provider,REGULUS BIDCO  LIMITED,REGULUS BIDCO  LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,HP17 8LJ,274 Abattoir worker
skjfjbmwHy_03Sep2021_14545504723 apprenticeship,1000030104,1,09/03/2021 14:58:51,09/06/2021 14:58:48,09/03/2021 14:59:09,09/03/2021 14:59:11,0:00:02,,Approved,0,Dastest2@test.com,Provider,ESFA LTD,ESFA LTD,EDUC8 TRAINING (ENGLAND) LIMITED,EH6 8HH,274 Abattoir worker
avKGMokKez_03Sep2021_14545504163 apprenticeship,1000030107,1,09/03/2021 14:58:59,09/06/2021 14:58:57,09/03/2021 14:59:18,09/03/2021 14:59:21,0:00:02,,Approved,0,Dastest2@test.com,Provider,TINMAN  LIMITED,TINMAN  LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,SK9 4LY,274 Abattoir worker
wqqoYlLAKi_03Sep2021_14545500688 apprenticeship,1000030105,1,09/03/2021 14:59:06,09/06/2021 14:59:06,09/03/2021 14:59:27,09/03/2021 14:59:31,0:00:03,,Approved,0,Dastest2@test.com,Provider,BUTCHER & BAKER LIMITED,BUTCHER & BAKER LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,S10 5PU,274 Abattoir worker
zUmdaEfFyu_03Sep2021_14590649149 apprenticeship,1000030109,1,09/03/2021 15:01:54,09/06/2021 15:01:52,,,,138.76,,0,,Provider,OUTSIDE  LIMITED,OUTSIDE  LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,S32 1BB,274 Abattoir worker
WqTmcephnH_03Sep2021_14591848101 apprenticeship,1000030110,1,09/03/2021 15:01:59,09/06/2021 15:01:58,,,,138.76,,0,,Provider,WAT (UK) LIMITED,WAT (UK) LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,BN22 0DY,274 Abattoir worker
sSgkRSoAhO_03Sep2021_15024979372 apprenticeship,1000030111,1,09/03/2021 15:04:50,09/06/2021 15:04:47,,,,138.71,,0,,Provider,BARRY & BARRY  LIMITED,BARRY & BARRY  LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,BL1 4QR,274 Abattoir worker
zWHmMLggsW_03Sep2021_15071791281 apprenticeship,1000030113,1,09/03/2021 15:09:40,09/06/2021 15:09:40,09/03/2021 15:09:59,09/03/2021 15:10:00,0:00:01,,Referred,0,Dastest2@test.com,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
zWHmMLggsW_03Sep2021_15071791281 apprenticeship,1000030113,2,09/03/2021 15:10:15,09/06/2021 15:10:14,,,,138.62,,0,,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
MwcaXoHPjw_03Sep2021_15103345117 apprenticeship,1000030114,1,09/03/2021 15:12:10,09/06/2021 15:12:10,,,,138.59,,0,,Provider,BARRY & BARRY  LIMITED,EPdEyOZMCf_EmployerDescription,EDUC8 TRAINING (ENGLAND) LIMITED,BL1 4QR,274 Abattoir worker
Clone Ywtp_03Sep2021_18420720868 apprenticeship,1000030115,1,09/03/2021 18:43:02,09/06/2021 18:43:01,09/03/2021 18:43:17,09/03/2021 18:43:19,0:00:02,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
LEzFBKXoXd_03Sep2021_18420613136 apprenticeship,1000030116,1,09/03/2021 18:43:52,09/06/2021 18:43:52,09/03/2021 18:44:12,09/03/2021 18:44:14,0:00:01,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,QnhZzOufMs_EmployerDescription,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
Clone MgJg_03Sep2021_18442130357 apprenticeship,1000030117,1,09/03/2021 18:45:08,09/06/2021 18:45:06,09/03/2021 18:45:25,09/03/2021 18:45:30,0:00:04,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,eKIUoNpRDF_EmployerDescription,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
Clone tzej_03Sep2021_18443138705 apprenticeship,1000030118,1,09/03/2021 18:45:32,09/06/2021 18:45:32,09/03/2021 18:45:50,09/03/2021 18:45:52,0:00:02,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,eKIUoNpRDF_EmployerDescription,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
Clone nwSE_03Sep2021_18442738769 apprenticeship,1000030119,1,09/03/2021 18:45:55,09/06/2021 18:45:55,09/03/2021 18:46:11,09/03/2021 18:46:13,0:00:01,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,PE32 1DE,274 Abattoir worker
mmKtNCktBi_03Sep2021_18464410514 apprenticeship,1000030121,1,09/03/2021 18:48:39,09/06/2021 18:48:39,09/03/2021 18:49:05,09/03/2021 18:49:07,0:00:01,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
PyajzztDfP_03Sep2021_18464438642 apprenticeship,1000030122,1,09/03/2021 18:48:42,09/06/2021 18:48:41,09/03/2021 18:49:10,09/03/2021 18:49:14,0:00:04,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,ldhHIDkaGf_EmployerName,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
qpfbaoFFyf_03Sep2021_18493505422 apprenticeship,1000030123,1,09/03/2021 18:52:02,09/06/2021 18:52:01,09/03/2021 18:52:25,09/03/2021 18:52:30,0:00:04,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
NQQBNwrZnk_03Sep2021_18492039124 apprenticeship,1000030124,1,09/03/2021 18:52:25,09/06/2021 18:52:25,09/03/2021 18:52:44,09/03/2021 18:52:45,0:00:01,,Referred,0,Dastest2@test.com,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
SbeACJxzfx_03Sep2021_18504321538 apprenticeship,1000030125,1,09/03/2021 18:52:52,09/06/2021 18:52:50,,,,134.91,,0,,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
NQQBNwrZnk_03Sep2021_18492039124 apprenticeship,1000030124,2,09/03/2021 18:52:56,09/06/2021 18:52:56,,,,134.91,,0,,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
fzoMBWPHIq_03Sep2021_18531087269 apprenticeship,1000030127,1,09/03/2021 18:55:07,09/06/2021 18:55:07,09/03/2021 18:55:19,09/03/2021 18:55:20,0:00:01,,Approved,0,Dastest2@test.com,Provider,AS Financial Services,AS Financial Services,EDUC8 TRAINING (ENGLAND) LIMITED,CV1 2WT,274 Abattoir worker
czgkyrtqAF_03Sep2021_18554208690 apprenticeship,1000030128,1,09/03/2021 18:57:36,09/06/2021 18:57:35,,,,134.83,,0,,Provider,AS Financial Services,AS Financial Services,EDUC8 TRAINING (ENGLAND) LIMITED,CV1 2WT,274 Abattoir worker
wyxNGyDgXT_03Sep2021_18554477377 apprenticeship,1000030129,1,09/03/2021 18:57:38,09/06/2021 18:57:38,,,,134.83,,0,,Provider,BUTCHER & BAKER LIMITED,BUTCHER & BAKER LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,S10 5PU,274 Abattoir worker
Clone TmEe_06Sep2021_00060936522 apprenticeship,1000030131,1,09/06/2021 00:07:47,09/07/2021 00:07:46,09/06/2021 00:08:06,09/06/2021 00:08:09,0:00:03,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
nxErIexDTm_06Sep2021_00060846113 apprenticeship,1000030134,1,09/06/2021 00:09:36,09/07/2021 00:09:33,09/06/2021 00:10:12,09/06/2021 00:10:23,0:00:11,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,DGXjgyCLff_EmployerDescription,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
WFChytLMhU_06Sep2021_00061009672 apprenticeship,1000030132,1,09/06/2021 00:09:36,09/07/2021 00:09:33,09/06/2021 00:10:12,09/06/2021 00:10:14,0:00:02,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,FK8 2EA,274 Abattoir worker
KaFIrELxPv_06Sep2021_00060938327 apprenticeship,1000030133,1,09/06/2021 00:09:47,09/07/2021 00:09:45,09/06/2021 00:10:23,09/06/2021 00:10:27,0:00:04,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,VfPTZWcKYV_EmployerName,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
nEKvJhVdvG_06Sep2021_00060979259 apprenticeship,1000030135,1,09/06/2021 00:09:57,09/07/2021 00:09:57,09/06/2021 00:10:31,09/06/2021 00:10:35,0:00:03,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,taNzXBtdRD_EmployerDescription,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
Clone PRWD_06Sep2021_00100957111 apprenticeship,1000030136,1,09/06/2021 00:11:17,09/07/2021 00:11:15,09/06/2021 00:11:33,09/06/2021 00:11:35,0:00:01,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
Clone dVuq_06Sep2021_00112485135 apprenticeship,1000030138,1,09/06/2021 00:12:47,09/07/2021 00:12:45,09/06/2021 00:13:03,09/06/2021 00:13:07,0:00:03,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
Clone Byir_06Sep2021_00111469798 apprenticeship,1000030137,1,09/06/2021 00:12:47,09/07/2021 00:12:46,09/06/2021 00:13:13,09/06/2021 00:13:17,0:00:04,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,FK8 2EA,274 Abattoir worker
EaSatreMgt_06Sep2021_00124477378 apprenticeship,1000030140,1,09/06/2021 00:15:54,09/07/2021 00:15:54,,,,129.53,,0,,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
mWnziUbPLn_06Sep2021_00135858462 apprenticeship,1000030142,1,09/06/2021 00:17:21,09/07/2021 00:17:20,09/06/2021 00:17:57,09/06/2021 00:17:58,0:00:01,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
GUNxJzZhzP_06Sep2021_00140614462 apprenticeship,1000030143,1,09/06/2021 00:17:30,09/07/2021 00:17:29,09/06/2021 00:18:07,09/06/2021 00:18:09,0:00:01,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,yYugWDXwOQ_EmployerName,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
RCcgCiVxic_06Sep2021_00162298046 apprenticeship,1000030146,1,09/06/2021 00:21:10,09/07/2021 00:21:09,09/06/2021 00:21:24,09/06/2021 00:21:25,0:00:01,,Approved,0,Dastest2@test.com,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
QrexfsnjuN_06Sep2021_00184110127 apprenticeship,1000030145,1,09/06/2021 00:21:36,09/07/2021 00:21:35,09/06/2021 00:22:01,09/06/2021 00:22:05,0:00:04,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
vNerqliMKw_06Sep2021_00201653972 apprenticeship,1000030147,1,09/06/2021 00:22:17,09/07/2021 00:22:16,,,,129.42,,0,,Employer,COVENTRY LTD,COVENTRY LTD,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
KLMdidZxKX_06Sep2021_00223618368 apprenticeship,1000030148,1,09/06/2021 00:25:28,09/07/2021 00:25:26,,,,129.37,,0,,Provider,BOSE ACCOUNTANCY  LTD,cJuZwePLhg_EmployerDescription,EDUC8 TRAINING (ENGLAND) LIMITED,HP13 7NE,274 Abattoir worker
wkopoXCNOR_06Sep2021_00223718206 apprenticeship,1000030149,1,09/06/2021 00:25:40,09/07/2021 00:25:38,09/06/2021 00:25:57,09/06/2021 00:25:59,0:00:01,,Approved,0,Dastest2@test.com,Provider,ACCOUNT & ABLE LTD,ACCOUNT & ABLE LTD,EDUC8 TRAINING (ENGLAND) LIMITED,TR1 3JJ,274 Abattoir worker
gvaHUpEItY_06Sep2021_00223718375 apprenticeship,1000030150,1,09/06/2021 00:25:57,09/07/2021 00:25:56,09/06/2021 00:26:11,09/06/2021 00:26:15,0:00:04,,Approved,0,Dastest2@test.com,Provider,BARBERRY COVENTRY LIMITED,BARBERRY COVENTRY LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,DY9 9XX,274 Abattoir worker
UGUrGPfIyZ_06Sep2021_00235349731 apprenticeship,1000030151,1,09/06/2021 00:26:23,09/07/2021 00:26:16,,,,129.36,,0,,Provider,ACCOUNT & ABLE LTD,ACCOUNT & ABLE LTD,EDUC8 TRAINING (ENGLAND) LIMITED,TR1 3JJ,274 Abattoir worker
qacOostRsy_06Sep2021_00252971732 apprenticeship,1000030152,1,09/06/2021 00:27:43,09/07/2021 00:27:42,,,,129.33,,0,,Provider,ACCOUNTANT & SOLUTIONS LTD,ACCOUNTANT & SOLUTIONS LTD,EDUC8 TRAINING (ENGLAND) LIMITED,PE7 8LH,274 Abattoir worker
IdPhTcpCLC_06Sep2021_00253929300 apprenticeship,1000030153,1,09/06/2021 00:27:54,09/07/2021 00:27:53,,,,129.33,,0,,Provider,TINMAN  LIMITED,TINMAN  LIMITED,EDUC8 TRAINING (ENGLAND) LIMITED,SK9 4LY,274 Abattoir worker
juNQwvQRfB_06Sep2021_00310214514 apprenticeship,1000030155,1,09/06/2021 00:32:40,09/07/2021 00:32:39,,,,129.25,,0,,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
REKrKXDExm_06Sep2021_00310466564 apprenticeship,1000030156,1,09/06/2021 00:33:12,09/07/2021 00:33:11,09/06/2021 00:33:28,09/06/2021 00:33:29,0:00:01,,Referred,0,Dastest2@test.com,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
REKrKXDExm_06Sep2021_00310466564 apprenticeship,1000030156,2,09/06/2021 00:33:44,09/07/2021 00:33:43,,,,129.23,,0,,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
QaPrugZoND_06Sep2021_00340155308 apprenticeship,1000030158,1,09/06/2021 00:35:36,09/07/2021 00:35:32,09/06/2021 00:35:45,09/06/2021 00:35:46,0:00:01,,Approved,0,Dastest2@test.com,Provider,BOSE ACCOUNTANCY  LTD,BOSE ACCOUNTANCY  LTD,EDUC8 TRAINING (ENGLAND) LIMITED,HP13 7NE,274 Abattoir worker
IjhiXQbPhX_06Sep2021_00373012720 apprenticeship,1000030159,1,09/06/2021 00:39:27,09/07/2021 00:39:26,09/06/2021 00:39:42,09/06/2021 00:39:43,0:00:01,,Referred,0,Dastest2@test.com,Employer,LOAD ESTATES LIMITED,LOAD ESTATES LIMITED,BALTIC TRAINING SERVICES LIMITED,B15 3BE,274 Abattoir worker
Apprentice Teaching Asst,1000029839,1,09/06/2021 09:39:29,09/07/2021 09:39:23,09/06/2021 09:40:04,09/06/2021 09:40:21,0:00:16,,Referred,0,Dastest2@test.com,Provider,Coventry City Council,Local body,SOUTHAMPTON ENGINEERING TRAINING ASSOCIATION LIMITED (THE),CV1 5RR,402 Learning and skills teacher
Apprentice Teaching Asst,1000029839,2,09/06/2021 09:46:30,09/07/2021 09:46:27,09/06/2021 09:46:43,09/06/2021 09:47:06,0:00:23,,Approved,0,Dastest2@test.com,Provider,Coventry City Council,Local body,SOUTHAMPTON ENGINEERING TRAINING ASSOCIATION LIMITED (THE),CV1 5RR,402 Learning and skills teacher
Clone hbRF_06Sep2021_10155344367 apprenticeship,1000030161,1,09/06/2021 10:17:50,09/07/2021 10:17:49,09/06/2021 10:18:11,09/06/2021 10:18:15,0:00:04,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,VfPTZWcKYV_EmployerName,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
Clone wsAX_06Sep2021_10173895664 apprenticeship,1000030164,1,09/06/2021 10:18:45,09/07/2021 10:18:43,09/06/2021 10:19:05,09/06/2021 10:19:09,0:00:04,,Approved,0,Dastest2@test.com,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
loIWMSNNeX_06Sep2021_10155489492 apprenticeship,1000030162,1,09/06/2021 10:19:55,09/07/2021 10:19:52,09/06/2021 10:20:48,09/06/2021 10:20:56,0:00:07,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,kGEfGEUctn_EmployerName,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
Clone CJhU_06Sep2021_10185322571 apprenticeship,1000030165,1,09/06/2021 10:20:28,09/07/2021 10:20:26,09/06/2021 10:20:48,09/06/2021 10:20:58,0:00:10,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,kGEfGEUctn_EmployerName,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
Clone ZZKP_06Sep2021_10192921554 apprenticeship,1000030166,1,09/06/2021 10:21:23,09/07/2021 10:21:22,09/06/2021 10:21:45,09/06/2021 10:21:48,0:00:02,,Approved,0,Dastest2@test.com,Employer,COVENTRY LTD,kGEfGEUctn_EmployerName,BALTIC TRAINING SERVICES LIMITED,N1 7GU,274 Abattoir worker
LTRqtbfZon_06Sep2021_10220108276 apprenticeship,1000030168,1,09/06/2021 10:25:51,09/07/2021 10:25:49,,,,119.36,,0,,Employer,ESFA LTD,ESFA LTD,BALTIC TRAINING SERVICES LIMITED,EH6 8HH,274 Abattoir worker
